Company Name,Location,"Employees
Affected","Layoff
Date"
"TOSHIBA AMERICA INFORMATION
SYSTEMS, INC",IRVINE,56,11/5/13
TOYS-R-US,ANAHEIM,30,1/26/13
"TRANSFIELD SERVICES MNGMNT
(TESORO LA REFINERY)",CARSON,90,10/31/13
"TRANSFIELD SVCS-PHILLIPS 66 LA
REFINERY-CARSON",CARSON,59,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66 LA
REFINER Y-WILMINGTON",WILMINGTON,31,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66
REFINERY CARSON",CARSON,27,12/19/13
"TRANSFIELD SVCS-PHILLIPS 66
REFINERY WILMINGTON",WILMINGTON,31,12/19/13
"TRANSFIELD SVCS-PHILLIPS 66
RODEO REFINERY",RODEO,89,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66
SANTA MARIA REFINERY",ARROYO GRANDE,43,12/27/13
TRINITY SPORTS INC,VERNON,189,7/12/13
TRINITY SPORTS INC,VERNON,164,11/30/13
TRION WORLDS INC.,REDWOOD CITY,68,7/16/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",ATWATER,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",BEALE A F B,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",CAMP PENDLETON,11,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",CAMP PENDLETON,1,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",CHINA LAKE,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP","EDWARDS AIR
FORCE BA",4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",ELSEGUNDO,5,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",FORT IRWIN,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",LEMOORE,6,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",MCCLELLAN AFB,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",MCKINLEYVILLE,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",MORENO VALLEY,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",MOUNTAIN VIEW,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",PETALUMA,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",PORT HUENEME,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,8,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,14,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",SEASIDE,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",TRAVIS AFB,10,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP","TWENTY-NINE
PALMS",4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE
CORP",VANDENBERG AFB,4,2/15/13
"U.S. BEST REPAIR SERVICE, INC",IRVINE,179,4/12/13
"U.S. SECURITY ASSOCIATES, INC",SAN DIEGO,53,11/15/13
UNION BANK,GOLETA,175,1/29/13
"UNION BANK, N.A.",SANTA BARBARA,72,4/30/13
UNITED SPIRAL PIPE LLC,PITTSBURG,89,8/16/13
"UNITED SPIRAL PIPE, LLC",PITTSBURG,104,1/1/13
"UNITED SPIRAL PIPE, LLC",PITTSBURG,60,5/1/13
US JOINER LLC,SAN DIEGO,37,6/1/13
USS POSCO INDUSTRIES,PITTSBURG,705,7/14/13
UTC AREOSPACE SYSTEMS,CHULA VISTA,30,1/16/13
"VALEANT PHARMACEUTICALS-OBAGI
MEDICAL PRODUCTS INC",LONG BEACH,77,4/26/13
VALLEY CREST (ESTATE GARDENS),CALABASAS,69,9/1/13
"VEOLIA TRANSPORTATION SERVICES,
INC",IRVINE,480,6/30/13
"VERIZON CORPORATE RESOURCES
GROUP LLC",IRVINE,57,6/24/13
VERIZON WIRELESS,FOLSOM,132,8/31/13
"VIATRAN EXPRESS, INC.",FONTANA,87,8/3/13
VISTA HONDA,VENTURA,87,12/23/13
"VMWARE, INC",PALO ALTO,310,4/1/13
VOLCANO CORPORATION,RANCHO CORDOVA,39,9/2/13
"W.D.YOUNG & SONS, COCOPAH
NURSERIES INC",THERMAL,115,5/10/13
"WAGGIN' TRAIN, LLC DISTRIBUTION
(NESTLE PURINA)",CORONA,14,1/31/13
"WALLY'S WINE & SPIRITS (MEL-JEN
INC)",LOS ANGELES,63,5/12/13
WALT DISNEY PICTURES,BURBANK,114,6/9/13
WALT DISNEY PICTURES,BURBANK,1,7/26/13
WALT DISNEY PICTURES,BURBANK,6,9/27/13
WELLS FARGO,COSTA MESA,120,10/20/13
WELLS FARGO,COSTA MESA,1,12/15/13
WELLS FARGO,SAN BERNARDINO,64,10/20/13
WELLS FARGO,SAN BERNARDINO,9,11/16/13
WELLS FARGO,SAN BERNARDINO,21,12/15/13
WELLS FARGO,SAN DIEGO,64,10/20/13
WELLS FARGO,SAN DIEGO,2,11/16/13
WELLS FARGO,SAN DIEGO,24,12/15/13
WELLS FARGO,SANTA ANA,217,10/20/13
WELLS FARGO,SANTA ANA,1,12/15/13
"WHOLE FOODS-MRS. GOOCH'S
NATURAL FOODS MARKET",VERNON,150,4/18/13
WINDSOR FOODS,RIVERSIDE,239,1/18/13
"WOLFGANG PUCK CATERING &
EVENTS, LLC",LOS ANGELES,170,7/13/13
"WOODWARD, INC",PACOIMA,14,3/29/13
XEROX BUSINESS SERVICES,BAKERSFIELD,150,7/19/13
XEROX BUSINESS SERVICES,BAKERSFIELD,69,8/30/13
"XEROX BUSINESS SERVICES-
ORANGE COUNTY DATA CENTER",SANTA ANA,84,6/19/13
"XEROX CORPORATION-ROS
MANUFACTURING OPERATIONS",ELSEGUNDO,47,12/20/13
XEROX RANCH,OXNARD,172,5/14/13
XYRATEX INTERNATIONAL INC,WEST SACRAMENTO,17,11/22/13
"XYRATEX INTERNATIONAL, INC",WEST SACRAMENTO,58,8/15/13
"XYRATEX INTERNATIONAL, INC",WEST SACRAMENTO,6,9/27/13
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,31,5/3/13
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,32,5/3/13
YP WESTERN DIRECTORY LLC,SAN FRANCISCO,52,2/28/13
"YP WESTERN DIRECTORY LLC & YP
WESTERN HOLDINGS LLC",ANAHEIM,111,3/13/13
YP WESTERN HOLDINGS LLC,ANAHEIM,60,6/7/13
YP WESTERN HOLDINGS LLC,ANAHEIM,6,6/28/13
YRC FREIGHT - BELL FACILITY,LOS ANGELES,288,5/12/13
"YUSEN LOGISTICS (AMERICAS) INC
(MIRA LOMA WRHSE)",MIRA LOMA,27,1/31/13
ZACKY FARMS,CORCORAN,6,1/31/13
ZACKY FARMS,DENAIR,3,1/31/13
ZACKY FARMS,FRESNO,6,1/31/13
ZACKY FARMS,GUSTINE,3,1/31/13
ZACKY FARMS,KERMAN,4,1/31/13
ZACKY FARMS,ORANGE COVE,6,1/31/13
ZACKY FARMS,PIXLEY,2,1/31/13
ZACKY FARMS,PIXLEY,3,1/31/13
ZACKY FARMS,PIXLEY,2,1/31/13
ZACKY FARMS LLC,APPLE VALLEY,1,1/31/13
ZACKY FARMS LLC,APPLE VALLEY,2,1/31/13
ZACKY FARMS LLC,ATWATER,2,1/31/13
ZACKY FARMS LLC,CARUTHERS,1,1/31/13
ZACKY FARMS LLC,CARUTHERS,3,1/31/13
ZACKY FARMS LLC,CITY OF INDUSTRY,19,1/31/13
ZACKY FARMS LLC,CORCORAN,6,1/31/13
ZACKY FARMS LLC,CORCORAN,10,1/31/13
ZACKY FARMS LLC,FRESNO,16,1/31/13
ZACKY FARMS LLC,FRESNO,46,1/31/13
ZACKY FARMS LLC,FRESNO,448,1/31/13
ZACKY FARMS LLC,HELENDALE,1,1/31/13
ZACKY FARMS LLC,KERMAN,3,1/31/13
ZACKY FARMS LLC,KERMAN,18,1/31/13
ZACKY FARMS LLC,KERMAN,1,1/31/13
ZACKY FARMS LLC,KERMAN,3,1/31/13
ZACKY FARMS LLC,LATON,1,1/31/13
ZACKY FARMS LLC,LATON,2,1/31/13
ZACKY FARMS LLC,LEMOORE,2,1/31/13
ZACKY FARMS LLC,LEMOORE,4,1/31/13
ZACKY FARMS LLC,LEMOORE,2,1/31/13
ZACKY FARMS LLC,NEWMAN,5,1/31/13
ZACKY FARMS LLC,OAKDALE,1,1/31/13
ZACKY FARMS LLC,ORANGE COVE,5,1/31/13
ZACKY FARMS LLC,ORANGE COVE,2,1/31/13
ZACKY FARMS LLC,REEDLEY,6,1/31/13
ZACKY FARMS LLC,REEDLEY,4,1/31/13
ZACKY FARMS LLC,REEDLEY,5,1/31/13
ZACKY FARMS LLC,RIVERDALE,3,1/31/13
ZACKY FARMS LLC,SAN JOAQUIN,4,1/31/13
ZACKY FARMS LLC,SAN JOAQUIN,3,1/31/13
ZACKY FARMS LLC,STOCKTON,216,1/31/13
ZYNGA INC.,CARLSBAD,3,6/3/13
ZYNGA INC.,LOS ANGELES,50,6/3/13
ZYNGA INC.,MOUNTAIN VIEW,4,6/3/13
ZYNGA INC.,SAN FRANCISCO,218,6/3/13
